project,month,prediction,target,train_strategy,model_arch
geopaparazzi,73,0.02128880812046778,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,74,0.021301078792574105,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,75,0.02133329831758472,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,76,0.021286253787449912,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,77,0.021278196932530934,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,78,0.021310447489227377,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,79,0.021280762009421257,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,80,0.021270848053179216,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,81,0.021299004748544993,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,82,0.021336069642631683,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,83,0.021317467856579626,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,84,0.021358535380996246,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,85,0.021357250248317538,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,86,0.021339399154899543,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,87,0.02132398518995299,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,88,0.02130929689273604,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,89,0.021339131168068185,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,90,0.021407451658590954,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,91,0.021388825768608434,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,92,0.02135448485857773,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,93,0.02134036227445276,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,94,0.021353413629449137,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,95,0.021343799719122387,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,96,0.021341647058075806,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,97,0.02135163947750249,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,98,0.021379686671027305,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,99,0.021358653248525337,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,100,0.021355757352018622,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,101,0.021337695864220088,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,102,0.021383226487806994,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,103,0.021389957944836092,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,104,0.021382487771222678,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,105,0.021371463953933748,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,106,0.021413880369454814,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,107,0.0213934786373738,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,108,0.02136883272103934,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,109,0.02136841419859225,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,110,0.02140664409935115,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,111,0.021420276454667507,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,112,0.02141296426499617,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,113,0.021401203476485484,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,114,0.021436244749077626,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,115,0.02140871369716992,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,116,0.021396416693542395,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,117,0.021401284616138817,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,118,0.021425287146150187,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,119,0.021454974951536285,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,120,0.02144344723949684,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,121,0.02144396505451978,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,122,0.021478675038766156,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,123,0.021444750284761577,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,124,0.021435683202649672,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,125,0.021438554030319475,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,126,0.021460066617422908,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,127,0.021491007771828732,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,128,0.021482775622760332,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,129,0.021476016055898325,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,130,0.021508864719136937,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,131,0.02147227823634573,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,132,0.021467142381354037,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,133,0.021460861823514126,retired,Oc^ --> Oc^^,DLSTM
geopaparazzi,134,0.019629264387683643,retired,Oc^ --> Oc^^,DLSTM
geos,1,0.7828254202232919,graduated,Oc^ --> Oc^^,DLSTM
geos,2,0.8571630570984521,graduated,Oc^ --> Oc^^,DLSTM
geos,3,0.862735583553823,graduated,Oc^ --> Oc^^,DLSTM
geos,4,0.8585001160804901,graduated,Oc^ --> Oc^^,DLSTM
geos,5,0.8447893858967274,graduated,Oc^ --> Oc^^,DLSTM
geos,6,0.8442787334484384,graduated,Oc^ --> Oc^^,DLSTM
geos,7,0.8534930822899245,graduated,Oc^ --> Oc^^,DLSTM
geos,8,0.8592217853463288,graduated,Oc^ --> Oc^^,DLSTM
geos,9,0.8362391082935343,graduated,Oc^ --> Oc^^,DLSTM
geos,10,0.8520377285002371,graduated,Oc^ --> Oc^^,DLSTM
geos,11,0.8623439700659439,graduated,Oc^ --> Oc^^,DLSTM
geos,12,0.8595168584712076,graduated,Oc^ --> Oc^^,DLSTM
geos,13,0.8429643258597512,graduated,Oc^ --> Oc^^,DLSTM
