Feature,Importance
feature_0,10.964938151045454
feature_1,16.37412500530589
feature_2,14.978798274907899
feature_3,9.890768351755222
feature_4,23.793268554265943
feature_5,-13.094004457912478
feature_6,-6.537008401771679
feature_7,4.693624365648733
feature_8,14.448228854367798
feature_9,16.330084302228272
feature_10,4.996677650798591
feature_11,-9.159368293858519
feature_12,12.319867643218878
