Feature,Importance
feature_0,20.037403668424602
feature_1,-4.570529521612761
feature_2,11.962963314591796
feature_3,2.42247548300488
feature_4,10.966385670954542
feature_5,10.707239265819634
feature_6,14.853420847227367
feature_7,10.113146508099918
feature_8,13.978954881498767
feature_9,2.400536592637658
feature_10,13.648608616727293
feature_11,-7.779986765960172
feature_12,1.2593814385864694
