Feature,Importance
feature_0,28.9305391646081
feature_1,14.859039518120905
feature_2,27.372195703325026
feature_3,7.976770094881864
feature_4,9.41396817733988
feature_5,3.879935299467409
feature_6,2.3588077368171048
feature_7,-0.0937076914294933
feature_8,-14.569875661311023
feature_9,-4.589193471499993
feature_10,4.836703616102519
feature_11,7.695230009561908
feature_12,11.92958750401579
