Feature,Importance
feature_0,29.047649357303285
feature_1,7.039594325753623
feature_2,24.272211561162273
feature_3,9.596846569051516
feature_4,10.932076818661626
feature_5,6.006339746457725
feature_6,4.053590309578826
feature_7,-5.267427163846188
feature_8,-6.257357409125327
feature_9,-12.293181540722333
feature_10,5.471845131460701
feature_11,21.070175736766338
feature_12,6.327636557497943
